;BTCUSD;ETHUSD;XRPUSD;AAPL;MSFT;NVDA;CRM;ADBE;INTC;QUAL;CSCO;ABBV;ABT;DHR;JNJ;PFE;UNH;MRK;TMO;AMZN;HD;LOW;SBUX;BKNG;TJX;GOOG;META;VZ;DIS;CMCSA;NFLX;T;TMUS;BRK+B;V;JPM;MA;BAC;PYPL;BLK;MS;HON;UNP;UPS;LMT;BA;RTX;MMM;CAT;WMT;PG;KO;PEP;COST;PM;EL;MDLZ;NEE;D;SO;AEP;EXC;SRE;XEL;LIN;SHW;APD;ECL;NEM;FCX;LYB;PPG;AMT;PLD;CCI;EQIX;PSA;DLR;SBAC;WELL;CVX;XOM;COP;KMI;PSX;EOG;WMB;MPC;BZ;CL;AH;GC;CA;NI;PA;PL
2018-01-01 00:00:00;13481.677108013937;743.568606271777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.37276595744681;;1308.0063829787234;;;;
2018-01-02 00:00:00;13732.927083333334;835.3192708333333;;171.47982857142856;85.82756103896104;197.65626753246755;104.11054415584417;104.11054415584417;46.70647402597403;83.14125135135134;38.70079480519481;98.16278831168832;58.79824545454545;92.91204285714286;139.19176623376623;36.39231948051948;221.03356753246752;56.3158909090909;192.45409090909092;1185.7644155844157;189.3999012987013;92.67578441558442;57.70944545454545;1777.4655263157895;76.94103636363636;1062.5237662337663;180.39023246753246;53.31122337662338;110.5633922077922;40.85833116883117;200.4163766233766;38.540254545454545;64.09884415584415;197.188875;114.37904155844156;107.3535051948052;151.7461701298701;29.718657142857143;73.8783064935065;510.14614545454543;52.35477012987013;153.23896103896104;134.88161818181817;122.02206103896106;318.3798168831169;295.9763155844156;127.61950909090909;234.1682298701299;156.92655584415584;99.06824545454545;90.94955714285715;45.71613506493507;118.58095584415584;188.88941428571428;104.64851168831169;127.55942337662337;42.58532857142857;154.9505935064935;80.30944935064934;47.23751298701299;72.55486103896104;39.50624675324675;106.16682987012987;47.70676753246753;155.10525454545456;411.96209999999996;164.85064675324674;133.89235194805195;38.09804675324675;19.605110389610388;111.3886922077922;117.40235844155843;141.58889350649352;64.16371948051948;109.3862025974026;449.95714133333337;207.4048961038961;112.61315324675324;161.72683766233766;64.21843636363636;126.78980389610389;84.42674545454545;55.21926103896104;18.672127272727273;101.42940909090909;108.90212987012987;30.9556;66.85956883116884;66.82096234309623;60.42445652173914;2269.5142180094786;1314.4934782608696;7240.922817281368;12679.830097087379;1074.4176616915424;941.378629032258
2018-01-03 00:00:00;14971.083819444444;876.252673611111;;173.30768076923079;86.31578076923077;209.9999076923077;105.35450384615385;105.35450384615385;44.96476538461538;83.69563600000001;38.952711538461536;99.3286935897436;58.78310897435898;93.36725;139.92955512820512;36.52018846153846;222.24989871794872;56.13017307692308;195.05543846153847;1200.5598717948717;188.6540346153846;91.66847307692308;58.6507282051282;1820.3916666666664;75.22986153846155;1079.9023076923077;183.6681153846154;52.52157307692308;112.16587179487179;40.50099871794872;204.56206153846153;37.88467564102564;63.633665384615384;198.6619540229885;115.3621358974359;107.97427948717949;153.42819102564104;29.77994358974359;75.9517282051282;512.0711794871795;52.35466282051282;152.53451219512195;135.9217423076923;125.3452858974359;319.8518615384615;296.5460794871795;129.8314435897436;234.63481025641028;156.61326282051283;99.49125897435897;90.7097076923077;45.48599230769231;118.02974487179488;190.79170384615384;104.23998076923077;128.8074346153846;42.57567564102564;153.17131153846154;77.10596923076923;47.04335;72.0922;39.16685512820513;107.32186025641026;47.72209615384615;156.60331025641025;414.3090376623377;165.88834743589743;135.0680858974359;37.90307948717949;19.40478717948718;111.79873846153848;118.32676923076922;141.3730846153846;63.84532179487179;108.6478282051282;449.7366923076923;206.61888974358973;114.00261025641026;162.1910923076923;64.25063846153846;128.20139743589743;86.06181538461539;56.06365641025641;18.90136794871795;102.30165256410257;111.09308717948718;31.78706538461538;68.50858333333333;66.94108949416342;61.06811594202898;2246.232843137255;1315.1851449275362;7187.507665559567;12517.882653061224;1082.2490291262136;952.1882352941177
2018-01-04 00:00:00;14854.78736111111;946.5072222222223;;172.9844923076923;87.32105641025642;214.19267820512823;106.65665256410256;106.65665256410256;43.96087948717949;84.25406216216217;39.13636666666667;99.34748461538462;58.96862948717949;94.48809358974358;140.66411282051283;36.82394743589743;225.03276025641026;57.11104743589743;198.80402051282053;1209.3593589743589;189.6866769230769;92.19360128205129;58.99011282051282;1816.3138461538463;75.03340769230769;1087.4798717948718;184.9494141025641;52.5661782051282;111.9227;40.41961794871795;205.3968217948718;37.899721794871795;63.25886153846154;201.22758620689655;116.56148974358975;109.34590128205127;156.2605076923077;30.231835897435896;76.84566666666666;519.4662858974359;53.25478333333333;153.94903614457832;136.43651794871795;127.83131282051282;325.4471064102564;296.50191794871796;130.48599743589745;238.54215256410257;158.49307948717947;99.42975897435898;91.43659487179487;45.97249102564103;118.69053205128206;189.0103141025641;103.97565769230769;130.67755000000002;42.79769230769231;151.86456025641024;77.46638461538461;46.92175641025641;71.5860153846154;38.859352564102565;107.89304615384616;47.579974358974354;160.21481923076922;415.2901435897436;167.12720897435898;136.41939871794872;37.89659358974359;19.643426923076923;112.57023717948717;118.39612435897435;140.77114743589743;63.29424102564102;107.7356346153846;449.33364743589743;203.7400807692308;113.16064999999999;162.5972641025641;63.5131858974359;127.77785512820512;86.82710897435898;56.84075128205128;18.990388461538462;102.16560128205128;110.73600128205129;32.27655512820513;68.68876025641025;67.94117870722432;61.92764492753623;2235.4803921568628;1317.0728260869564;7203.540659311594;12572.5;1089.8225352112677;958.9091911764706
2018-01-05 00:00:00;15554.895208333335;975.9906597222222;;174.75075384615386;88.07432564102565;214.43577564102563;107.92491794871795;107.92491794871795;44.74649102564102;84.50927183098591;39.501223076923075;100.42564743589743;58.81388846153846;94.67723717948718;140.91240512820514;36.7357858974359;227.9777884615385;56.8366282051282;201.40016153846156;1220.7220512820513;191.86291538461538;94.18762051282052;59.363602564102564;1816.6489473684212;76.60484102564102;1100.1444871794872;185.74340128205128;52.50906923076923;111.59137435897435;40.65752692307692;208.08734230769232;37.946373076923074;64.31269358974359;200.196;117.5552564102564;108.20958846153847;157.70653333333334;30.1742141025641;78.48848205128205;523.0166871794871;52.90339230769231;154.94025;137.0197692307692;127.10919743589744;328.55422948717944;303.01991923076923;130.95569615384616;238.62376282051284;160.9546358974359;99.97637692307693;91.01030897435898;45.952348717948716;118.59788846153846;187.6115948717949;104.19940128205128;130.0732358974359;43.16780641025641;151.552741025641;76.86921025641026;46.643239743589746;70.71688717948717;38.28328974358974;108.34268846153846;46.851329487179484;161.05586666666665;419.37341923076923;167.87812435897436;136.5913358974359;38.20300128205128;19.765889743589742;113.82678205128205;118.15220641025641;140.2037858974359;62.63693333333333;107.98446153846155;449.34253246753246;202.7089346153846;113.2003653846154;162.86173076923077;62.47167820512821;127.51242692307693;86.24458076923077;56.580616666666664;18.877697435897435;102.09880897435897;111.52705128205129;32.29908076923077;69.08402051282052;67.73894941634241;61.58903930131004;2229.4538461538464;1320.327947598253;7163.238265597826;12557.02564102564;1089.9177884615385;969.1742647058825
2018-01-06 00:00:00;16650.169930555556;986.2235763888889;;174.96;88.11;215.28;108.07;108.07;44.7;84.8056;39.5;101.06;58.99;94.73;141.66;36.84;228.66;56.97;202.33;1229.07;192.33;94.73;59.58;1822.01;77.14;1101.86;186.78;52.46;111.58;41.01;209.81;38.1;64.59;201.085;118.82;108.26;158.81;30.3;78.64;525.34;53.11;155.41;137.49;127.6;329.4;308.6;131.52;240.46;161.93;100.12;91.19;46.04;118.56;187.75;104.32;130.04;43.24;151.71;76.79;46.76;70.78;38.19;108.44;46.78;161.27;421.54;168.34;137.17;38.39;19.89;114.33;118.9;140.49;62.56;108.02;449.48;201.9;112.96;162.78;62.37;127.84;86.69;56.87;18.94;102.14;112.16;32.45;69.33;67.72263157894737;;;;7125.194573076923;;1086.5700000000002;974.375
2018-01-07 00:00:00;16610.507222222222;1055.88375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.63489361702128;;1321.476595744681;;;;
2018-01-08 00:00:00;15506.208958333333;1136.9127430555554;;174.70889740259742;88.23535454545454;223.2599909090909;108.65375714285713;108.65375714285713;44.578036363636365;85.00195074626865;39.73385714285715;99.22944285714286;58.74482727272728;95.00597922077922;141.4564025974026;36.461061038961034;225.70025324675325;56.708806493506486;202.06008181818183;1244.9735064935066;192.5542922077922;94.224187012987;59.04043636363636;1852.1244155844154;75.92552207792208;1108.1344155844156;188.22985324675327;52.45736233766234;110.07034415584415;40.50544805194805;211.22897272727272;38.21537142857143;65.50826623376624;201.88121951219512;119.53953116883118;108.3529025974026;159.43269480519479;30.131106493506497;78.76757662337663;527.5284077922079;52.95077402597403;154.8339240506329;139.03077532467532;128.53300519480518;328.5964298701299;308.65881948051947;133.076587012987;239.9787896103896;165.32363766233766;101.13313116883117;91.55803116883116;46.00441168831169;118.12815844155845;188.27177272727272;104.23821428571428;130.8183896103896;43.11922207792208;152.59432207792207;77.77525584415585;46.96012597402598;71.1507961038961;38.65052987012987;108.17825454545454;46.89573246753247;161.01174285714288;422.493816;168.1196181818182;136.42410649350649;38.250406493506496;19.836306493506495;113.65384675324675;118.68054285714285;142.0478935064935;62.82988181818181;108.35767922077923;458.15914545454547;202.96750649350648;114.04780389610389;163.21225194805194;62.5797961038961;128.08442467532467;86.88285714285715;57.04797532467532;18.86941688311688;101.82038311688312;112.41768571428571;32.41551038961039;69.45308701298701;67.72542635658915;61.71583333333333;2193.3169398907103;1319.652536231884;7123.436156577946;12539.51030927835;1091.6983606557376;974.9745173745174
2018-01-09 00:00:00;14940.5;1191.361875;;174.43100512820513;88.38322051282051;222.11151282051281;108.75690256410256;108.75690256410256;44.07855128205128;85.41427236842105;39.82814230769231;99.8035564102564;58.840030769230765;98.39716923076922;144.69683717948718;36.51203846153846;225.00931666666665;56.81398974358975;205.6553141025641;1249.6641025641027;192.4705858974359;94.30781666666667;59.19183974358974;1867.3646666666668;75.41869743589744;1106.7689743589742;187.8854128205128;51.94586282051282;110.31175256410256;40.84755384615384;210.39286923076926;37.77274230769231;66.20251666666667;203.49528089887642;119.09436794871795;109.27163846153846;159.47651666666667;30.40322435897436;79.40611923076924;536.3097948717948;53.29943589743589;156.18197530864197;140.68641666666667;129.4253576923077;330.7287692307692;316.5286012820513;133.91945384615383;241.25994487179486;166.5082794871795;100.80452692307692;91.388;46.22408333333333;118.5029423076923;187.365491025641;104.96416666666667;131.97390000000001;43.036389743589744;152.09587435897436;77.34537051282051;46.80880384615384;70.68989615384615;38.19615384615385;107.87190256410257;46.62668076923077;163.56834487179486;425.00993717948717;169.7366818181818;136.9081435897436;38.1453282051282;19.20054615384615;115.5865435897436;118.63715512820512;141.633941025641;62.975249999999996;108.20662307692307;456.3861302631579;202.26069615384617;113.1833564102564;163.54604230769232;61.63920512820513;128.47151923076925;86.94079487179486;58.00591153846155;18.938653846153844;101.84726025641025;112.25489358974359;32.72188846153846;69.17608846153847;68.16551724137932;62.51217391304348;2168.9325;1314.922463768116;7125.603793695653;12614.739583333334;1099.9349056603774;971.1150735294117
2018-01-10 00:00:00;14227.521284722221;1310.7152430555554;;173.5338358974359;87.71180897435897;221.66559102564102;108.68905512820514;108.68905512820514;42.93686923076923;85.07815256410257;39.844065384615384;99.71451282051282;58.7174717948718;97.81905641025641;143.8373705128205;36.483782051282056;223.9920782051282;57.13613974358975;204.80703846153847;1248.5408974358975;192.39225897435898;94.37157564102564;59.74830128205129;1866.9048684210525;75.97102564102563;1099.742564102564;187.35772948717948;51.498251282051285;109.90589743589743;40.696429487179486;211.71244230769233;36.884062820512824;64.08716666666666;204.52505882352943;118.41416282051283;110.10455769230771;159.1929576923077;30.544807692307693;78.7377576923077;532.0113153846154;54.17468076923077;156.38734939759036;140.57188076923077;129.80767307692307;331.03686794871794;319.35748333333333;134.66371025641024;241.25172307692307;166.41038717948717;99.55084487179488;90.36831538461539;46.039596153846155;117.38422435897435;185.3033217948718;105.35710256410256;129.53538974358975;42.64941923076923;150.64017307692308;76.16951025641026;46.043003846153844;69.68709615384616;38.032457692307695;107.12708205128204;46.171247435897435;162.56350128205128;421.12975584415585;168.2138;135.17506794871795;38.273308974358976;19.502360256410256;114.93532307692308;117.23380512820513;138.08861153846155;61.665614102564106;104.40493974358974;444.5335282051282;196.30861153846155;109.68588846153845;159.7941423076923;60.90474230769231;128.30185384615385;86.46227564102564;57.8869858974359;18.97269487179487;102.1203641025641;113.0308435897436;32.65941794871795;69.33664487179487;69.1088796680498;63.44304347826087;2170.756157635468;1317.430072463768;7132.309543278985;12807.964824120603;1089.2020930232559;970.8529411764706
